Test6. Start Pump Simulator Test 

Intial Slope = -0.08682
Starting svp pump_{130, 50, 5}

  45: ↑ 45   , RAM cost:1.7517 GB    
  45: ↑ 45 ↓ 44 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 43 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 42 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 41 , RAM cost:1.7517 GB   
  99: ↑ 99 ↓ 59 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 58 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 57 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 56 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 55 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 54 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 53 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 52 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 51 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 50 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 49 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 48 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 47 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 46 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 45 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 44 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 43 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 42 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 41 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 40 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 39 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 38 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 37 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 36 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 35 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 34 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 33 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 32 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 31 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 30 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 29 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 28 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 27 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 26 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 25 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 24 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 23 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 22 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 21 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 20 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 19 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 18 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 17 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 16 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 15 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 14 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 13 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 12 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 11 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓ 10 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓  9 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓  8 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓  7 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓  6 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓  5 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓  4 , RAM cost:3.7249 GB   
  99: ↑ 99 ↓  3 , RAM cost:3.7249 GB   slope: -0.07805, walltime: 264.405 sec, max_RAM_cost: 4.098 GB

Intial Slope = -0.08783
Starting svp pump_{70, 110, 11}

  99: ↑ 51   , RAM cost:2.1103 GB    
  99: ↑ 52   , RAM cost:2.1103 GB    
  99: ↑ 53   , RAM cost:2.1103 GB    
  99: ↑ 54   , RAM cost:2.1103 GB    
  99: ↑ 55   , RAM cost:2.1103 GB    
  99: ↑ 56   , RAM cost:2.1103 GB    
  99: ↑ 57   , RAM cost:2.1103 GB    
  99: ↑ 58   , RAM cost:2.1107 GB    
  99: ↑ 59   , RAM cost:2.1114 GB    
  99: ↑ 60   , RAM cost:2.1122 GB    
  99: ↑ 61   , RAM cost:2.1129 GB    
  99: ↑ 62   , RAM cost:2.1139 GB    
  99: ↑ 63   , RAM cost:2.1152 GB    
  99: ↑ 64   , RAM cost:2.1164 GB    
  99: ↑ 65   , RAM cost:2.2358 GB    
  99: ↑ 66   , RAM cost:2.2375 GB    
  99: ↑ 67   , RAM cost:2.2395 GB    
  99: ↑ 68   , RAM cost:2.2419 GB    
  99: ↑ 69   , RAM cost:2.2446 GB    
  99: ↑ 70   , RAM cost:2.2476 GB    
  99: ↑ 71   , RAM cost:2.2519 GB    
  99: ↑ 72   , RAM cost:2.2560 GB    
  99: ↑ 73   , RAM cost:2.2607 GB    
  99: ↑ 74   , RAM cost:2.2663 GB    
  99: ↑ 75   , RAM cost:2.2728 GB    
  99: ↑ 76   , RAM cost:2.2803 GB    
  99: ↑ 77   , RAM cost:2.2889 GB    
  99: ↑ 78   , RAM cost:2.2987 GB    
  99: ↑ 79   , RAM cost:2.3100 GB    
  99: ↑ 80   , RAM cost:2.3234 GB    
  99: ↑ 81   , RAM cost:2.3385 GB    
  99: ↑ 82   , RAM cost:2.3561 GB    
  99: ↑ 83   , RAM cost:2.3765 GB    
  99: ↑ 84   , RAM cost:2.3999 GB    
  99: ↑ 85   , RAM cost:2.4272 GB    
  99: ↑ 86   , RAM cost:2.4585 GB    
  99: ↑ 87   , RAM cost:2.4947 GB    
  99: ↑ 88   , RAM cost:2.5364 GB    
  99: ↑ 89   , RAM cost:2.5846 GB    
  99: ↑ 90   , RAM cost:2.6543 GB    
  99: ↑ 91   , RAM cost:2.7185 GB    
  99: ↑ 92   , RAM cost:2.7927 GB    
  99: ↑ 93   , RAM cost:2.8363 GB    
  99: ↑ 94   , RAM cost:2.9538 GB    
  99: ↑ 95   , RAM cost:3.0728 GB    
  99: ↑ 96   , RAM cost:3.2097 GB    
  99: ↑ 97   , RAM cost:3.4881 GB    
  99: ↑ 98   , RAM cost:3.6658 GB    
  99: ↑ 99   , RAM cost:3.8725 GB    
  99: ↑ 99 ↓ 98 , RAM cost:4.1152 GB   
  99: ↑ 99 ↓ 97 , RAM cost:4.1152 GB   
  99: ↑ 99 ↓ 96 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 95 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 94 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 93 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 92 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 91 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 90 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 89 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 88 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 87 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 86 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 85 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 84 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 83 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 82 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 81 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 80 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 79 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 78 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 77 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 76 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 75 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 74 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 73 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 72 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 71 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 70 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 69 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 68 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 67 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 66 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 65 , RAM cost:3.9902 GB   
  99: ↑ 99 ↓ 64 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 63 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 62 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 61 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 60 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 59 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 58 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 57 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 56 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 55 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 54 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 53 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 52 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 51 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 50 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 49 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 48 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 47 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 46 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 45 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 44 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 43 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 42 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 41 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 40 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 39 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 38 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 37 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 36 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 35 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 34 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 33 , RAM cost:3.8652 GB   
  99: ↑ 99 ↓ 32 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 31 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 30 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 29 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 28 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 27 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 26 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 25 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 24 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 23 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 22 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 21 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 20 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 19 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 18 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 17 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 16 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 15 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 14 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 13 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 12 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 11 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓ 10 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓  9 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓  8 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓  7 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓  6 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓  5 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓  4 , RAM cost:3.7399 GB   
  99: ↑ 99 ↓  3 , RAM cost:3.7399 GB   slope: -0.08107, walltime: 280.501 sec, max_RAM_cost: 4.115 GB

Intial Slope = -0.08706
Starting svp pump_{65, 115, 11}

 104: ↑ 51   , RAM cost:2.1256 GB    
 104: ↑ 52   , RAM cost:2.1256 GB    
 104: ↑ 53   , RAM cost:2.1256 GB    
 104: ↑ 54   , RAM cost:2.1256 GB    
 104: ↑ 55   , RAM cost:2.1256 GB    
 104: ↑ 56   , RAM cost:2.1256 GB    
 104: ↑ 57   , RAM cost:2.1256 GB    
 104: ↑ 58   , RAM cost:2.1261 GB    
 104: ↑ 59   , RAM cost:2.1268 GB    
 104: ↑ 60   , RAM cost:2.1273 GB    
 104: ↑ 61   , RAM cost:2.1283 GB    
 104: ↑ 62   , RAM cost:2.1293 GB    
 104: ↑ 63   , RAM cost:2.1303 GB    
 104: ↑ 64   , RAM cost:2.1318 GB    
 104: ↑ 65   , RAM cost:2.2510 GB    
 104: ↑ 66   , RAM cost:2.2527 GB    
 104: ↑ 67   , RAM cost:2.2547 GB    
 104: ↑ 68   , RAM cost:2.2572 GB    
 104: ↑ 69   , RAM cost:2.2597 GB    
 104: ↑ 70   , RAM cost:2.2630 GB    
 104: ↑ 71   , RAM cost:2.2671 GB    
 104: ↑ 72   , RAM cost:2.2713 GB    
 104: ↑ 73   , RAM cost:2.2760 GB    
 104: ↑ 74   , RAM cost:2.2815 GB    
 104: ↑ 75   , RAM cost:2.2881 GB    
 104: ↑ 76   , RAM cost:2.2954 GB    
 104: ↑ 77   , RAM cost:2.3040 GB    
 104: ↑ 78   , RAM cost:2.3138 GB    
 104: ↑ 79   , RAM cost:2.3254 GB    
 104: ↑ 80   , RAM cost:2.3385 GB    
 104: ↑ 81   , RAM cost:2.3539 GB    
 104: ↑ 82   , RAM cost:2.3715 GB    
 104: ↑ 83   , RAM cost:2.3919 GB    
 104: ↑ 84   , RAM cost:2.4153 GB    
 104: ↑ 85   , RAM cost:2.4425 GB    
 104: ↑ 86   , RAM cost:2.4738 GB    
 104: ↑ 87   , RAM cost:2.5099 GB    
 104: ↑ 88   , RAM cost:2.5517 GB    
 104: ↑ 89   , RAM cost:2.5999 GB    
 104: ↑ 90   , RAM cost:2.6696 GB    
 104: ↑ 91   , RAM cost:2.7338 GB    
 104: ↑ 92   , RAM cost:2.8080 GB    
 104: ↑ 93   , RAM cost:2.8516 GB    
 104: ↑ 94   , RAM cost:2.9691 GB    
 104: ↑ 95   , RAM cost:3.0880 GB    
 104: ↑ 96   , RAM cost:3.2246 GB    
 104: ↑ 97   , RAM cost:3.5024 GB    
 104: ↑ 98   , RAM cost:3.6792 GB    
 104: ↑ 99   , RAM cost:3.8826 GB    
 104: ↑100   , RAM cost:4.1267 GB    
 104: ↑101   , RAM cost:4.4191 GB    
 104: ↑102   , RAM cost:4.7518 GB    
 104: ↑103   , RAM cost:5.1301 GB    
 104: ↑104   , RAM cost:5.5822 GB    
 104: ↑104 ↓103 , RAM cost:6.1715 GB   
 104: ↑104 ↓102 , RAM cost:6.1715 GB   
 104: ↑104 ↓101 , RAM cost:6.1715 GB   
 104: ↑104 ↓100 , RAM cost:6.1716 GB   
 104: ↑104 ↓ 99 , RAM cost:6.1716 GB   
 104: ↑104 ↓ 98 , RAM cost:6.1716 GB   
 104: ↑104 ↓ 97 , RAM cost:6.1716 GB   
 104: ↑104 ↓ 96 , RAM cost:6.0476 GB   
 104: ↑104 ↓ 95 , RAM cost:6.0476 GB   
 104: ↑104 ↓ 94 , RAM cost:6.0476 GB   
 104: ↑104 ↓ 93 , RAM cost:6.0476 GB   
 104: ↑104 ↓ 92 , RAM cost:6.0476 GB   
 104: ↑104 ↓ 91 , RAM cost:6.0476 GB   
 104: ↑104 ↓ 90 , RAM cost:6.0476 GB   
 104: ↑104 ↓ 89 , RAM cost:6.0476 GB   
 104: ↑104 ↓ 88 , RAM cost:6.0476 GB   
 104: ↑104 ↓ 87 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 86 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 85 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 84 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 83 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 82 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 81 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 80 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 79 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 78 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 77 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 76 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 75 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 74 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 73 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 72 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 71 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 70 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 69 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 68 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 67 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 66 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 65 , RAM cost:6.0479 GB   
 104: ↑104 ↓ 64 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 63 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 62 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 61 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 60 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 59 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 58 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 57 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 56 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 55 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 54 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 53 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 52 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 51 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 50 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 49 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 48 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 47 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 46 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 45 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 44 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 43 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 42 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 41 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 40 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 39 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 38 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 37 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 36 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 35 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 34 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 33 , RAM cost:5.9229 GB   
 104: ↑104 ↓ 32 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 31 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 30 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 29 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 28 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 27 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 26 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 25 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 24 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 23 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 22 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 21 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 20 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 19 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 18 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 17 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 16 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 15 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 14 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 13 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 12 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 11 , RAM cost:5.7977 GB   
 104: ↑104 ↓ 10 , RAM cost:5.7977 GB   
 104: ↑104 ↓  9 , RAM cost:5.7977 GB   
 104: ↑104 ↓  8 , RAM cost:5.7977 GB   
 104: ↑104 ↓  7 , RAM cost:5.7977 GB   
 104: ↑104 ↓  6 , RAM cost:5.7977 GB   
 104: ↑104 ↓  5 , RAM cost:5.7977 GB   
 104: ↑104 ↓  4 , RAM cost:5.7977 GB   
 104: ↑104 ↓  3 , RAM cost:5.7977 GB   slope: -0.07964, walltime: 532.341 sec, max_RAM_cost: 6.172 GB

Intial Slope = -0.09018
Starting svp pump_{65, 115, 11}

 104: ↑ 51   , RAM cost:2.3408 GB    
 104: ↑ 52   , RAM cost:2.3408 GB    
 104: ↑ 53   , RAM cost:2.3408 GB    
 104: ↑ 54   , RAM cost:2.3408 GB    
 104: ↑ 55   , RAM cost:2.3408 GB    
 104: ↑ 56   , RAM cost:2.3408 GB    
 104: ↑ 57   , RAM cost:2.3408 GB    
 104: ↑ 58   , RAM cost:2.3413 GB    
 104: ↑ 59   , RAM cost:2.3420 GB    
 104: ↑ 60   , RAM cost:2.3425 GB    
 104: ↑ 61   , RAM cost:2.3435 GB    
 104: ↑ 62   , RAM cost:2.3445 GB    
 104: ↑ 63   , RAM cost:2.3455 GB    
 104: ↑ 64   , RAM cost:2.3470 GB    
 104: ↑ 65   , RAM cost:2.4662 GB    
 104: ↑ 66   , RAM cost:2.4679 GB    
 104: ↑ 67   , RAM cost:2.4699 GB    
 104: ↑ 68   , RAM cost:2.4721 GB    
 104: ↑ 69   , RAM cost:2.4749 GB    
 104: ↑ 70   , RAM cost:2.4782 GB    
 104: ↑ 71   , RAM cost:2.4819 GB    
 104: ↑ 72   , RAM cost:2.4859 GB    
 104: ↑ 73   , RAM cost:2.4909 GB    
 104: ↑ 74   , RAM cost:2.4964 GB    
 104: ↑ 75   , RAM cost:2.5027 GB    
 104: ↑ 76   , RAM cost:2.5103 GB    
 104: ↑ 77   , RAM cost:2.5188 GB    
 104: ↑ 78   , RAM cost:2.5286 GB    
 104: ↑ 79   , RAM cost:2.5402 GB    
 104: ↑ 80   , RAM cost:2.5533 GB    
 104: ↑ 81   , RAM cost:2.5687 GB    
 104: ↑ 82   , RAM cost:2.5863 GB    
 104: ↑ 83   , RAM cost:2.6064 GB    
 104: ↑ 84   , RAM cost:2.6301 GB    
 104: ↑ 85   , RAM cost:2.6572 GB    
 104: ↑ 86   , RAM cost:2.6885 GB    
 104: ↑ 87   , RAM cost:2.7245 GB    
 104: ↑ 88   , RAM cost:2.7663 GB    
 104: ↑ 89   , RAM cost:2.8144 GB    
 104: ↑ 90   , RAM cost:2.8841 GB    
 104: ↑ 91   , RAM cost:2.9483 GB    
 104: ↑ 92   , RAM cost:3.0232 GB    
 104: ↑ 93   , RAM cost:3.0668 GB    
 104: ↑ 94   , RAM cost:3.1843 GB    
 104: ↑ 95   , RAM cost:3.3032 GB    
 104: ↑ 96   , RAM cost:3.4398 GB    
 104: ↑ 97   , RAM cost:3.7167 GB    
 104: ↑ 98   , RAM cost:3.8929 GB    
 104: ↑ 99   , RAM cost:4.0960 GB    
