Test6. Start Pump Simulator Test 
Intial Slope = -0.08682
Starting svp pump_{130, 50, 5}
  45: ↑ 45   , RAM cost:1.7435 GB    
  85: ↑ 85 ↓ 74 , RAM cost:2.2791 GB   
  85: ↑ 85 ↓ 73 , RAM cost:2.2791 GB   
  85: ↑ 85 ↓ 72 , RAM cost:2.2791 GB   
  85: ↑ 85 ↓ 71 , RAM cost:2.2791 GB   
  85: ↑ 85 ↓ 70 , RAM cost:2.2791 GB   
  85: ↑ 85 ↓ 69 , RAM cost:2.2791 GB   
  85: ↑ 85 ↓ 68 , RAM cost:2.2791 GB   
  85: ↑ 85 ↓ 67 , RAM cost:2.2791 GB   
  85: ↑ 85 ↓ 66 , RAM cost:2.2791 GB   
  85: ↑ 85 ↓ 65 , RAM cost:2.2791 GB   
  85: ↑ 85 ↓ 64 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 63 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 62 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 61 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 60 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 59 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 58 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 57 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 56 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 55 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 54 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 53 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 52 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 51 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 50 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 49 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 48 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 47 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 46 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 45 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 44 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 43 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 42 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 41 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 40 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 39 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 38 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 37 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 36 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 35 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 34 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 33 , RAM cost:2.1541 GB   
  85: ↑ 85 ↓ 32 , RAM cost:2.0289 GB   
  85: ↑ 85 ↓ 31 , RAM cost:2.0289 GB   
  85: ↑ 85 ↓ 30 , RAM cost:2.0289 GB   
  85: ↑ 85 ↓ 29 , RAM cost:2.0289 GB   
  85: ↑ 85 ↓ 28 , RAM cost:2.0289 GB   
  85: ↑ 85 ↓ 27 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 26 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 25 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 24 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 23 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 22 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 21 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 20 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 19 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 18 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 17 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 16 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 15 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 14 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 13 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 12 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 11 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓ 10 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓  9 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓  8 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓  7 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓  6 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓  5 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓  4 , RAM cost:2.0291 GB   
  85: ↑ 85 ↓  3 , RAM cost:2.0291 GB   slope: -0.08183, walltime: 88.819 sec, max_RAM_cost: 2.279 GB

Intial Slope = -0.08799
Starting svp pump_{80, 100, 10}

  90: ↑ 51   , RAM cost:1.9499 GB    
  90: ↑ 52   , RAM cost:1.9499 GB    
  90: ↑ 53   , RAM cost:1.9499 GB    
  90: ↑ 54   , RAM cost:1.9499 GB    
  90: ↑ 55   , RAM cost:1.9499 GB    
  90: ↑ 56   , RAM cost:1.9499 GB    
  90: ↑ 57   , RAM cost:1.9499 GB    
  90: ↑ 58   , RAM cost:1.9505 GB    
  90: ↑ 59   , RAM cost:1.9512 GB    
  90: ↑ 60   , RAM cost:1.9517 GB    
  90: ↑ 61   , RAM cost:1.9526 GB    
  90: ↑ 62   , RAM cost:1.9535 GB    
  90: ↑ 63   , RAM cost:1.9545 GB    
  90: ↑ 64   , RAM cost:1.9558 GB    
  90: ↑ 65   , RAM cost:2.0747 GB    
  90: ↑ 66   , RAM cost:2.0763 GB    
  90: ↑ 67   , RAM cost:2.0782 GB    
  90: ↑ 68   , RAM cost:2.0804 GB    
  90: ↑ 69   , RAM cost:2.0828 GB    
  90: ↑ 70   , RAM cost:2.0857 GB    
  90: ↑ 71   , RAM cost:2.0900 GB    
  90: ↑ 72   , RAM cost:2.0938 GB    
  90: ↑ 73   , RAM cost:2.0982 GB    
  90: ↑ 74   , RAM cost:2.1033 GB    
  90: ↑ 75   , RAM cost:2.1092 GB    
  90: ↑ 76   , RAM cost:2.1162 GB    
  90: ↑ 77   , RAM cost:2.1241 GB    
  90: ↑ 78   , RAM cost:2.1332 GB    
  90: ↑ 79   , RAM cost:2.1437 GB    
  90: ↑ 80   , RAM cost:2.1559 GB    
  90: ↑ 81   , RAM cost:2.1699 GB    
  90: ↑ 82   , RAM cost:2.1862 GB    
  90: ↑ 83   , RAM cost:2.2049 GB    
  90: ↑ 84   , RAM cost:2.2264 GB    
  90: ↑ 85   , RAM cost:2.2616 GB    
  90: ↑ 86   , RAM cost:2.2911 GB    
  90: ↑ 87   , RAM cost:2.3295 GB    
  90: ↑ 88   , RAM cost:2.3729 GB    
  90: ↑ 89   , RAM cost:2.4205 GB    
  90: ↑ 90   , RAM cost:2.4976 GB    
  90: ↑ 90 ↓ 89 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 88 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 87 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 86 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 85 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 84 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 83 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 82 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 81 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 80 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 79 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 78 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 77 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 76 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 75 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 74 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 73 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 72 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 71 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 70 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 69 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 68 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 67 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 66 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 65 , RAM cost:2.5647 GB   
  90: ↑ 90 ↓ 64 , RAM cost:2.4396 GB   
  90: ↑ 90 ↓ 63 , RAM cost:2.4396 GB   
  90: ↑ 90 ↓ 62 , RAM cost:2.4396 GB   
  90: ↑ 90 ↓ 61 , RAM cost:2.4396 GB   
  90: ↑ 90 ↓ 60 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 59 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 58 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 57 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 56 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 55 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 54 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 53 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 52 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 51 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 50 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 49 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 48 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 47 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 46 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 45 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 44 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 43 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 42 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 41 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 40 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 39 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 38 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 37 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 36 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 35 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 34 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 33 , RAM cost:2.4397 GB   
  90: ↑ 90 ↓ 32 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 31 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 30 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 29 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 28 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 27 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 26 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 25 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 24 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 23 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 22 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 21 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 20 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 19 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 18 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 17 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 16 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 15 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 14 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 13 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 12 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 11 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓ 10 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓  9 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓  8 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓  7 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓  6 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓  5 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓  4 , RAM cost:2.3147 GB   
  90: ↑ 90 ↓  3 , RAM cost:2.3147 GB   slope: -0.08235, walltime: 129.000 sec, max_RAM_cost: 2.565 GB

Intial Slope = -0.08959
Starting svp pump_{80, 100, 10}

  90: ↑ 51   , RAM cost:1.9562 GB    
  90: ↑ 52   , RAM cost:1.9562 GB    
  90: ↑ 53   , RAM cost:1.9562 GB    
  90: ↑ 54   , RAM cost:1.9562 GB    
  90: ↑ 55   , RAM cost:1.9562 GB    
  90: ↑ 56   , RAM cost:1.9562 GB    
  90: ↑ 57   , RAM cost:1.9562 GB    
  90: ↑ 58   , RAM cost:1.9565 GB    
  90: ↑ 59   , RAM cost:1.9572 GB    
  90: ↑ 60   , RAM cost:1.9580 GB    
  90: ↑ 61   , RAM cost:1.9587 GB    
  90: ↑ 62   , RAM cost:1.9596 GB    
  90: ↑ 63   , RAM cost:1.9606 GB    
  90: ↑ 64   , RAM cost:1.9618 GB    
  90: ↑ 65   , RAM cost:2.0810 GB    
  90: ↑ 66   , RAM cost:2.0827 GB    
  90: ↑ 67   , RAM cost:2.0845 GB    
  90: ↑ 68   , RAM cost:2.0867 GB    
  90: ↑ 69   , RAM cost:2.0892 GB    
  90: ↑ 70   , RAM cost:2.0921 GB    
  90: ↑ 71   , RAM cost:2.0959 GB    
  90: ↑ 72   , RAM cost:2.0996 GB    
  90: ↑ 73   , RAM cost:2.1039 GB    
  90: ↑ 74   , RAM cost:2.1093 GB    
  90: ↑ 75   , RAM cost:2.1152 GB    
  90: ↑ 76   , RAM cost:2.1221 GB    
  90: ↑ 77   , RAM cost:2.1303 GB    
  90: ↑ 78   , RAM cost:2.1398 GB    
  90: ↑ 79   , RAM cost:2.1507 GB    
  90: ↑ 80   , RAM cost:2.1633 GB    
  90: ↑ 81   , RAM cost:2.1782 GB    
  90: ↑ 82   , RAM cost:2.1952 GB    
  90: ↑ 83   , RAM cost:2.2147 GB    
  90: ↑ 84   , RAM cost:2.2371 GB    
  90: ↑ 85   , RAM cost:2.2785 GB    
  90: ↑ 86   , RAM cost:2.3101 GB    
  90: ↑ 87   , RAM cost:2.3467 GB    
  90: ↑ 88   , RAM cost:2.3867 GB    
  90: ↑ 89   , RAM cost:2.4335 GB    
  90: ↑ 90   , RAM cost:2.5027 GB    
  90: ↑ 90 ↓ 89 , RAM cost:2.5662 GB   
  90: ↑ 90 ↓ 88 , RAM cost:2.5662 GB   
  90: ↑ 90 ↓ 87 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 86 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 85 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 84 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 83 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 82 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 81 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 80 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 79 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 78 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 77 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 76 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 75 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 74 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 73 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 72 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 71 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 70 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 69 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 68 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 67 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 66 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 65 , RAM cost:2.5668 GB   
  90: ↑ 90 ↓ 64 , RAM cost:2.4416 GB   
  90: ↑ 90 ↓ 63 , RAM cost:2.4416 GB   
  90: ↑ 90 ↓ 62 , RAM cost:2.4416 GB   
  90: ↑ 90 ↓ 61 , RAM cost:2.4416 GB   
  90: ↑ 90 ↓ 60 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 59 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 58 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 57 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 56 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 55 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 54 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 53 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 52 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 51 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 50 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 49 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 48 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 47 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 46 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 45 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 44 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 43 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 42 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 41 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 40 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 39 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 38 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 37 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 36 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 35 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 34 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 33 , RAM cost:2.4417 GB   
  90: ↑ 90 ↓ 32 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 31 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 30 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 29 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 28 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 27 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 26 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 25 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 24 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 23 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 22 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 21 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 20 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 19 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 18 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 17 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 16 , RAM cost:2.3165 GB   
  90: ↑ 90 ↓ 15 , RAM cost:2.3167 GB   
  90: ↑ 90 ↓ 14 , RAM cost:2.3167 GB   
  90: ↑ 90 ↓ 13 , RAM cost:2.3167 GB   
  90: ↑ 90 ↓ 12 , RAM cost:2.3167 GB   
  90: ↑ 90 ↓ 11 , RAM cost:2.3167 GB   
  90: ↑ 90 ↓ 10 , RAM cost:2.3167 GB   
  90: ↑ 90 ↓  9 , RAM cost:2.3167 GB   
  90: ↑ 90 ↓  8 , RAM cost:2.3167 GB   
  90: ↑ 90 ↓  7 , RAM cost:2.3167 GB   
  90: ↑ 90 ↓  6 , RAM cost:2.3167 GB   
  90: ↑ 90 ↓  5 , RAM cost:2.3167 GB   
  90: ↑ 90 ↓  4 , RAM cost:2.3167 GB   
  90: ↑ 90 ↓  3 , RAM cost:2.3167 GB   slope: -0.08382, walltime: 129.298 sec, max_RAM_cost: 2.567 GB

Intial Slope = -0.08715
Starting svp pump_{75, 105, 10}

  95: ↑ 51   , RAM cost:2.0124 GB    
  95: ↑ 52   , RAM cost:2.0124 GB    
  95: ↑ 53   , RAM cost:2.0124 GB    
  95: ↑ 54   , RAM cost:2.0126 GB    
  95: ↑ 55   , RAM cost:2.0126 GB    
  95: ↑ 56   , RAM cost:2.0126 GB    
  95: ↑ 57   , RAM cost:2.0126 GB    
  95: ↑ 58   , RAM cost:2.0130 GB    
  95: ↑ 59   , RAM cost:2.0138 GB    
  95: ↑ 60   , RAM cost:2.0145 GB    
  95: ↑ 61   , RAM cost:2.0153 GB    
  95: ↑ 62   , RAM cost:2.0163 GB    
  95: ↑ 63   , RAM cost:2.0175 GB    
  95: ↑ 64   , RAM cost:2.0188 GB    
  95: ↑ 65   , RAM cost:2.1379 GB    
  95: ↑ 66   , RAM cost:2.1398 GB    
  95: ↑ 67   , RAM cost:2.1418 GB    
  95: ↑ 68   , RAM cost:2.1442 GB    
  95: ↑ 69   , RAM cost:2.1467 GB    
  95: ↑ 70   , RAM cost:2.1500 GB    
  95: ↑ 71   , RAM cost:2.1542 GB    
  95: ↑ 72   , RAM cost:2.1582 GB    
  95: ↑ 73   , RAM cost:2.1630 GB    
  95: ↑ 74   , RAM cost:2.1688 GB    
  95: ↑ 75   , RAM cost:2.1751 GB    
  95: ↑ 76   , RAM cost:2.1826 GB    
  95: ↑ 77   , RAM cost:2.1912 GB    
  95: ↑ 78   , RAM cost:2.2010 GB    
  95: ↑ 79   , RAM cost:2.2123 GB    
  95: ↑ 80   , RAM cost:2.2258 GB    
  95: ↑ 81   , RAM cost:2.2409 GB    
  95: ↑ 82   , RAM cost:2.2585 GB    
  95: ↑ 83   , RAM cost:2.2789 GB    
  95: ↑ 84   , RAM cost:2.3023 GB    
  95: ↑ 85   , RAM cost:2.3306 GB    
  95: ↑ 86   , RAM cost:2.3620 GB    
  95: ↑ 87   , RAM cost:2.3982 GB    
  95: ↑ 88   , RAM cost:2.4402 GB    
  95: ↑ 89   , RAM cost:2.4888 GB    
  95: ↑ 90   , RAM cost:2.5450 GB    
  95: ↑ 91   , RAM cost:2.6095 GB    
  95: ↑ 92   , RAM cost:2.6895 GB    
  95: ↑ 93   , RAM cost:2.7788 GB    
  95: ↑ 94   , RAM cost:2.8827 GB    
  95: ↑ 95   , RAM cost:3.0012 GB    
  95: ↑ 95 ↓ 94 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 93 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 92 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 91 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 90 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 89 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 88 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 87 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 86 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 85 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 84 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 83 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 82 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 81 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 80 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 79 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 78 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 77 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 76 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 75 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 74 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 73 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 72 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 71 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 70 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 69 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 68 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 67 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 66 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 65 , RAM cost:3.1576 GB   
  95: ↑ 95 ↓ 64 , RAM cost:3.0323 GB   
  95: ↑ 95 ↓ 63 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 62 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 61 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 60 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 59 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 58 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 57 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 56 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 55 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 54 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 53 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 52 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 51 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 50 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 49 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 48 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 47 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 46 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 45 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 44 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 43 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 42 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 41 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 40 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 39 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 38 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 37 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 36 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 35 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 34 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 33 , RAM cost:3.0326 GB   
  95: ↑ 95 ↓ 32 , RAM cost:2.9073 GB   
  95: ↑ 95 ↓ 31 , RAM cost:2.9073 GB   
  95: ↑ 95 ↓ 30 , RAM cost:2.9073 GB   
  95: ↑ 95 ↓ 29 , RAM cost:2.9073 GB   
  95: ↑ 95 ↓ 28 , RAM cost:2.9073 GB   
  95: ↑ 95 ↓ 27 , RAM cost:2.9073 GB   
  95: ↑ 95 ↓ 26 , RAM cost:2.9073 GB   
  95: ↑ 95 ↓ 25 , RAM cost:2.9073 GB   
  95: ↑ 95 ↓ 24 , RAM cost:2.9073 GB   
